Gene	CTL_1	CTL_2	TGFb_1	TGFb_2
HS.135233	84.3092	75.98281	97.15269	92.69435
HS.531033	92.28564	90.3407	106.3413	79.61897
KIF17	94.3269	86.59822	108.6934	93.43366
LOC648438	100.11	102.1437	115.3518	93.22095
LOC390414	106.9514	111.5065	123.2339	85.55262
HS.351888	102.5883	88.96172	118.203	102.7766
LOC644246	82.44595	82.84447	94.99218	84.4063
HS.531806	103.5489	111.8164	119.2974	102.6954
ORM2	81.32372	85.29674	93.69098	90.47977
HS.542502	89.20193	89.91481	102.7665	85.80669
LOC643130	93.50084	91.63615	107.7167	80.79356
LOC651754	95.40788	88.24742	109.9061	80.57906
PROKR1	77.73826	84.74593	89.54975	90.48359
HS.537602	96.27324	99.12177	110.8927	83.56666
LOC285735	90.57798	85.02805	104.3236	98.95366
GPC2	104.5121	93.60789	120.3711	93.9507
HS.542089	100.628	100.4904	115.896	86.07693
SEC62	373.6042	397.3713	430.2505	473.9036
AKAP6	80.3493	93.12449	92.53152	67.70571
HS.560861	92.66505	97.81445	106.7119	84.31094
IGFALS	104.9575	91.80996	120.8638	93.55615
HS.545593	97.57855	93.42198	112.3643	89.51884
PRR15	94.54897	78.69559	108.8743	92.69843
HS.129476	93.85811	89.85291	108.0782	81.90918
PLS3	3358.688	3337.931	3867.344	3631.494
FLJ44817	91.53699	93.25655	105.3979	85.91486
HS.540832	108.2875	105.8668	124.6815	101.5583
LOC390110	93.71565	98.22663	107.9021	84.55473
HS.575882	104.4355	104.1036	120.2423	89.41007
HIST1H2BG	99.38113	101.2657	114.4204	90.30471
HS.364555	90.90918	94.20953	104.6646	102.5266
LOC645364	79.6956	77.54509	91.75341	71.49575
HS.149058	101.1519	98.49201	116.4558	80.67603
HS.543611	84.13734	73.40163	96.86491	72.51868
SPANXB2	23509.01	21921.65	27064.26	26377.16
PSG1	74.88015	80.28979	86.20201	88.69044
LOC647038	99.85876	95.6741	114.9524	90.06014
HS.564257	80.34808	84.74394	92.48952	85.69352
HS.541834	85.41793	94.41248	98.32361	103.7909
FLJ44861	90.90604	82.68821	104.6371	86.56603
NRSN1	86.69401	83.74419	99.78858	95.34576
ZCCHC17	1017.175	1025.307	1170.803	1069.691
HS.562756	95.36847	94.07278	109.7713	94.18763
GRIP2	90.26271	95.492	103.8939	90.06303
OR13C5	85.99684	83.65357	98.98372	81.66432
HS.97457	94.91869	90.66061	109.2512	76.06137
HS.132067	76.98127	75.05444	88.60475	67.67371
KCNA10	77.79525	92.94688	89.53726	87.38921
LOC390033	91.77587	109.5202	105.6278	90.92234
HS.403844	88.92731	83.02869	102.3419	80.26187
HS.516862	98.12634	95.50819	112.9271	84.53492
PTF1A	85.14072	74.37691	97.98151	71.36422
HS.125675	85.07451	83.90796	97.90307	90.10249
ZNF77	190.8225	167.929	219.5901	179.21
LOC651864	90.16237	75.60913	103.7521	79.7418
HS.538382	108.5168	116.5418	124.8702	109.4449
LOC732424	92.6994	80.31807	106.6678	89.44764
LOC441261	84.4617	83.26526	97.18433	80.8998
HS.545121	73.57718	83.16515	84.65916	81.61601
CT45-2	88.20937	95.357	101.4918	81.86258
HS.127380	94.3232	97.95889	108.5254	115.8276
HS.130919	90.07931	82.59574	103.6422	79.95331
EFCAB1	87.10896	89.2006	100.2205	75.33787
ATP6V1D	6920.18	6748.711	7961.752	7631.29
HS.562636	94.70599	75.71119	108.9582	72.26994
HS.505821	89.71338	65.45173	103.2105	85.06483
HS.574530	72.40755	71.36486	83.29812	62.01609
OR13G1	94.86129	94.68375	109.1278	88.93111
HS.97639	93.82989	85.12091	107.9379	79.51344
HS.104807	103.1443	89.94267	118.6506	82.01529
SYT6	95.0929	93.39777	109.3848	97.37315
SGSM1	85.14014	85.59376	97.93451	83.42938
FEZ2	3181.989	3834.027	3660.091	3670.345
LOC642629	92.91296	87.73621	106.8684	70.70499
HS.554615	82.20288	79.30991	94.54433	88.08016
HS.543501	83.9818	88.5596	96.58558	72.91479
LOC127011	82.62119	78.63954	95.02012	73.7617
LOC441362	82.28063	83.77387	94.62033	89.08241
LOC643479	87.90316	86.70657	101.0841	70.64426
HS.565716	97.41327	82.83549	112.0172	90.74727
HS.541744	90.23848	90.01736	103.7664	80.5181
HS.159070	112.4087	114.4672	129.2598	98.63722
HS.568528	83.3027	99.73682	95.78735	89.12994
IL27RA	372.0754	334.9951	427.8367	518.1059
HS.583882	105.0576	95.48414	120.799	98.06996
HS.539566	84.51247	79.22503	97.17142	88.4353
LOC400768	113.4154	100.0215	130.4017	86.58534
HS.580204	103.7721	102.6293	119.3066	86.65437
ISOC2	648.235	562.0464	745.2709	487.7852
C3ORF36	92.40419	95.45316	106.2362	97.65731
TBPL2	100.8631	104.3126	115.9531	93.30705
HS.561593	95.58475	90.33632	109.8843	81.33871
LOC199897	94.91821	82.4229	109.1131	98.87669
ELAVL2	95.80008	82.14307	110.1264	88.35028
HS.129329	86.9828	77.73276	99.99052	97.53302
HS.518418	81.33374	84.68099	93.48927	85.91746
LOC643927	77.35463	76.32351	88.91517	76.19325
HS.541653	88.64453	92.77979	101.8906	93.68077
HS.542414	91.45908	102.4776	105.1219	83.94312
PAK3	111.7289	104.759	128.4182	106.8629
HS.224854	119.0262	117.0814	136.8024	118.9505
HS.576771	101.5005	93.8427	116.6548	94.01219
HS.580641	113.9099	124.1801	130.9158	107.092
LOC651648	101.8951	97.62962	117.1003	104.4106
HS.564295	87.76125	94.50224	100.8558	89.98563
DOK4	130.2195	133.0238	149.6476	140.7356
LOC652579	78.93559	71.6048	90.71053	89.68295
HS.147394	77.93354	87.67775	89.55723	76.39153
LOC57399	81.94143	81.26694	94.14758	86.2745
FLJ44112	84.9455	79.82856	97.59456	82.10531
LOC389394	91.45728	85.33112	105.0657	85.94661
CHIC1	129.3863	117.1046	148.6367	120.8897
LOC650422	87.32227	83.32395	100.3029	81.92186
HS.543995	79.59422	64.78484	91.41877	84.93478
MGC33407	78.89832	68.52324	90.61853	74.06509
EIF5AL1	110.8719	124.2031	127.3405	100.4299
HS.553096	89.33614	90.06171	102.603	88.95704
HS.569570	88.18815	88.19908	101.2843	75.2228
LOC644234	101.5459	101.8464	116.6255	99.77554
HS.570336	103.666	97.85198	119.0571	79.68569
HS.584375	99.50388	120.066	114.2738	101.0627
CLDN1	633.2259	548.1972	727.2181	779.0778
LOC649978	97.53053	102.4076	112.0072	102.4662
OTOR	89.27052	78.23582	102.5189	86.44148
HS.545334	89.36496	87.66563	102.6252	84.60354
LOC729751	103.0195	89.02277	118.3016	89.90504
IRX2	84.5421	81.4173	97.08299	76.28608
HS.543536	102.2502	100.3165	117.4176	89.45427
HS.582599	89.0697	85.33649	102.2805	91.47472
HS.568451	111.1514	117.6632	127.6369	101.458
HS.522935	117.5062	112.9358	134.924	143.876
HS.564822	99.87267	99.21884	114.6761	81.88566
HS.193331	95.92619	94.56055	110.1418	89.18003
LOC653155	100.4413	89.66573	115.312	86.49969
HS.568655	80.13912	85.97142	91.99829	66.37826
CMTM2	85.59077	84.48437	98.25651	92.38173
HS.568951	130.6436	112.6325	149.9727	140.0609
HS.560494	89.27283	84.52457	102.4796	82.29949
LOC647008	71.73607	76.9003	82.34622	76.88091
SMPD3	99.3721	89.85059	114.0665	98.05626
HS.537639	93.18832	85.12245	106.965	70.86404
CCT6B	106.6304	121.7313	122.3935	115.5021
HS.207174	91.87077	92.90249	105.4504	80.45709
FLJ32214	96.73972	77.83226	111.0388	78.21886
HS.540076	94.92906	81.4394	108.9546	92.12798
HS.112932	115.0039	100.6102	131.9918	96.30917
HS.551244	73.57928	81.928	84.44528	85.83385
SECTM1	89.78147	84.16381	103.0331	81.2686
FLNC	1928.391	1246.4	2212.973	1772.263
HS.353024	79.84304	87.63919	91.61407	72.03878
HS.565312	84.83428	77.9513	97.32978	77.81997
C8ORF49	88.39336	94.89664	101.4109	85.27462
HS.572849	100.9934	95.28916	115.8606	103.5295
GBGT1	115.2042	108.179	132.1612	118.909
HS.552545	100.3859	88.1554	115.1616	79.78312
HS.550799	89.92513	83.50031	103.16	95.76996
HS.582216	100.8002	102.4569	115.6339	90.89007
HS.539623	93.645	96.37012	107.4229	90.2699
HS.333771	97.0316	104.7644	111.3003	95.24577
HS.571292	104.7344	113.7375	120.1252	100.9648
COBLL1	274.6086	210.3108	314.96	255.6442
LOC648569	114.6544	98.31216	131.4971	97.90405
HS.540128	93.80103	82.45205	107.579	85.13036
HS.444152	128.4039	118.05	147.2639	101.487
HS.582779	89.34381	86.71446	102.4571	85.99001
HS.543460	82.6696	89.96732	94.8006	80.01131
DPEP3	90.24776	92.11605	103.4868	79.38858
DPPA2	90.91123	79.66721	104.2465	88.63988
HS.564433	93.63166	86.5819	107.3515	87.31531
LOC643350	91.88075	94.99451	105.3397	89.7275
HS.563327	76.19843	71.69602	87.36012	74.76643
C1ORF137	99.61718	106.3069	114.204	84.94043
HS.557481	139.0827	132.1185	159.4407	124.7145
FLJ36644	88.92165	105.1565	101.9369	81.07078
HS.527271	98.86795	94.30963	113.3374	92.3267
ANXA7	1902.126	1881.39	2180.496	2114.366
HS.259490	110.9279	116.9363	127.16	104.0154
RIBC1	99.36198	86.78108	113.901	86.97195
LOC652451	93.65335	95.03378	107.357	77.91042
HS.544359	95.3662	88.43677	109.3172	91.70655
HS.555138	101.4013	89.96828	116.2341	97.53764
RPL29P2	126.2604	120.0585	144.7284	129.416
LOC645033	92.29821	89.88345	105.7943	79.70186
HS.539814	93.82329	81.13577	107.5422	93.26308
HS.562352	97.75459	111.1631	112.0466	95.59026
HS.566210	93.72762	90.97426	107.4299	86.14863
CICK0721Q.1	93.6412	106.2105	107.3274	103.5776
HS.134004	98.47932	96.21744	112.8687	83.94996
HS.544213	92.57969	93.56953	106.1053	85.71883
HS.537801	73.16085	76.3451	83.84652	74.73273
IL22	97.98994	98.47722	112.3019	92.45251
LOC728160	89.58103	79.78047	102.6595	84.03738
DUSP27	86.51993	90.86436	99.14896	86.8531
LOC648211	85.16083	89.47915	97.59	76.94432
KRTAP19-3	78.56307	69.82957	90.02871	89.86585
HS.499716	101.1733	87.57007	115.9372	86.75333
LOC644241	88.31739	82.35438	101.2052	84.13734
FLJ36157	89.64667	93.423	102.7281	83.4101
HS.563099	81.91897	83.20554	93.87255	80.21597
HS3ST5	80.93622	72.90147	92.74484	72.94279
LOC646521	103.7013	92.65199	118.8222	93.95401
GGTA1	98.56323	103.2395	112.9344	92.19219
OR52R1	82.28989	80.08872	94.28783	84.89066
HS.170035	108.7975	100.1684	124.6576	90.10598
HS.7413	88.53327	91.12937	101.438	82.47089
LOC643265	91.79987	96.18288	105.1757	99.80315
LOC641716	94.76834	90.49519	108.5708	89.71853
HS.309660	90.00014	89.30185	103.1077	91.37485
HS.78050	88.82137	82.22912	101.7544	84.57694
CNTD1	90.98526	96.98663	104.2327	89.46287
HS.560917	102.7403	89.20055	117.6979	99.27569
HS.564766	91.75532	81.8228	105.1133	90.91701
LOC644094	113.7582	104.0986	130.319	117.0725
KLRC1	92.42513	78.51248	105.8777	84.9041
HS.132540	89.88163	98.00777	102.9619	85.16825
HS.384579	81.05037	90.6334	92.84319	79.87267
TCP10L2	102.35	91.24963	117.2345	99.58863
HS.119164	94.19772	99.37115	107.8883	94.25717
SEC63	182.1017	148.1981	208.5663	182.6657
SYT16	89.05097	75.90551	101.9913	88.82646
TPST2	1357.917	1079.479	1555.23	1856.905
HS.542822	96.57054	81.8852	110.6004	74.97769
GRXCR1	92.55307	94.29879	105.9989	83.84018
IL1F9	99.34636	76.02705	113.7767	86.55377
HS.540899	87.62142	74.81897	100.3469	86.14791
HS.145039	94.38074	90.44888	108.077	88.45506
ELF5	84.29636	85.6988	96.52762	77.43718
LOC651553	93.81451	93.09843	107.4264	96.16193
LOC387940	99.6543	92.80576	114.1133	83.70608
LOC652593	84.00274	83.78603	96.19054	78.51797
HS.562901	97.324	87.61906	111.4389	90.37448
HS.554645	92.04928	91.50641	105.3987	92.12801
LOC644808	93.15629	88.93506	106.6657	88.80602
LOC653060	87.57965	81.75515	100.278	78.04842
MYH11	85.35826	81.08762	97.73425	89.35249
HS.18804	96.28178	91.63484	110.2413	81.23545
HS.570751	102.1489	97.65137	116.9553	82.91151
LOC649923	88.91547	81.16451	101.803	77.87775
ESCO1	169.4707	152.5072	194.0269	180.3744
OPN1SW	87.3756	89.50547	100.0362	84.34129
HS.128270	93.14977	103.0248	106.6467	86.74372
HS.538774	79.36516	85.30836	90.85831	76.71262
ZNF238	113.0358	119.1514	129.4039	110.3013
HS.578316	99.64035	90.09556	114.068	95.27762
PRIMA1	97.39581	96.811	111.4977	88.67238
C12ORF49	364.9703	344.1998	417.8077	372.2966
HS.543281	101.3037	82.11174	115.96	81.97311
HS.574776	89.23347	91.89244	102.1429	80.05347
HS.567024	84.7824	76.94469	97.04633	77.49226
LOC654222	95.36703	80.88354	109.156	73.50941
LOC653882	93.12087	77.94202	106.5799	90.62604
KRTAP10-7	78.61314	88.62041	89.97258	79.7815
ZCCHC6	313.5791	246.6817	358.8822	299.7446
HS.281931	168.8656	145.9044	193.2565	114.9952
HS.568073	84.45259	72.6502	96.65044	77.12441
HS.146675	101.5377	96.06647	116.1948	86.32375
LY9	91.35746	91.44495	104.5448	83.65569
TMEM176B	80.77227	91.08929	92.43127	81.73634
HS.522635	130.4046	126.6438	149.2266	130.3079
LOC651398	94.46847	98.95677	108.0962	98.90024
HS.437163	96.516	98.0611	110.4349	83.51707
CD59	754.2714	836.7598	863.0452	1185.072
LOC257358	88.6627	94.81979	101.4422	99.54553
HS.128091	95.36615	92.01373	109.1098	82.2729
HS.537973	97.85795	82.84671	111.9577	86.73512
HS.566224	114.3554	95.67952	130.8302	91.44878
HS.276854	79.42217	82.0077	90.86259	76.74309
LOC650659	83.06224	88.0061	95.02551	92.43427
LOC647894	84.20995	72.64233	96.33746	82.08592
IL11	1680.777	1205.307	1922.808	1834.62
LOC648682	112.8428	115.9069	129.0888	115.2605
HS.200768	102.1541	95.36602	116.857	98.36445
ITM2A	98.19057	94.69668	112.323	84.75259
MYH16	102.0702	94.26335	116.7578	112.0616
HS.545461	99.12135	77.34489	113.384	76.90347
ADAM20	88.5742	74.48266	101.3171	77.50917
HS.575555	89.90752	89.39546	102.8401	82.34614
NACA2	86.25247	76.06664	98.65819	77.37405
FLJ23172	86.91164	88.84605	99.41182	76.38181
LOC646677	100.8898	97.26019	115.3845	96.12218
LOC648494	164.4075	134.3934	188.0269	158.4147
KCNK12	96.11383	94.53957	109.9139	99.49279
ITSN2	89.9501	80.96178	102.8595	80.60298
LOC645565	87.37324	72.30899	99.90429	84.52399
FNDC8	91.36707	75.07352	104.4701	90.75604
HS.545445	83.30384	68.25771	95.24987	76.90878
HS.566751	96.36517	88.87849	110.1815	95.84997
LOC647935	93.5751	92.99075	106.9913	86.56682
LOC390688	88.14213	82.80051	100.7793	74.33743
HS.544749	98.57221	103.9743	112.7023	96.68196
HS.537907	78.27707	77.26706	89.497	79.11559
HS.334029	77.7593	83.32475	88.90285	80.68909
HIVEP2	212.4764	189.7028	242.922	235.5499
ENTPD2	90.28009	87.2712	103.2119	75.7513
HS.528168	117.1256	113.3577	133.9016	111.3633
HS.49127	90.9129	101.3375	103.9323	84.36995
HS.540775	90.53652	81.81195	103.5018	96.34324
HS.538798	99.22918	105.9691	113.4381	83.48911
HS.241559	104.1401	100.1537	119.0484	98.7305
HS.565661	93.61984	86.89717	107.0197	87.67364
LOC645004	82.46655	83.61436	94.26985	85.90734
LOC646249	85.23943	84.99353	97.43829	75.05997
CCDC69	178.1879	211.8355	203.6887	241.0852
HS.174246	90.93433	85.9546	103.9463	82.46371
HS.61648	110.7802	111.7264	126.6308	124.8311
C3ORF10	1844.294	1875.198	2108.149	1673.978
CYP4F8	88.53059	82.89475	101.1924	86.62878
SELP	107.7237	83.91463	123.124	100.502
HS.544930	94.84997	85.94008	108.4094	90.51795
LOC649443	89.96329	78.17356	102.8209	91.59358
HS.583569	87.77946	82.8665	100.3224	77.48608
LOC649738	94.06575	96.16831	107.5068	91.56361
LOC340515	97.15578	91.59358	111.0379	93.96591
FUT7	85.98406	89.07053	98.26801	90.45853
HS.577021	96.60947	88.44974	110.4043	83.46716
AP4M1	166.6257	155.7021	190.4125	157.6134
HS.581906	79.04969	87.11666	90.33352	69.31023
LOC642231	85.686	77.30198	97.91603	78.62914
NLRP9	82.80489	81.74812	94.6235	77.93944
RAB30	192.7374	175.878	220.2463	144.3703
HS.347034	94.28105	80.20799	107.7348	90.02577
LOC124685	77.35362	85.20213	88.39146	77.2368
HS.576294	102.2563	108.5959	116.8429	82.98293
HS.518456	100.5817	99.78259	114.9291	95.25307
LOC642355	88.25964	85.82536	100.8475	67.08978
LOC729485	112.1459	105.1661	128.1322	101.0652
VIT	86.65158	78.40964	99.00169	85.06219
PPM1L	95.38613	103.8432	108.9808	77.71382
HS.543015	89.51982	85.89521	102.2772	84.19913
LOC643997	1055.956	999.3744	1206.362	980.2094
HS.436413	96.96707	89.4	110.7748	83.78001
VAMP3	2512.898	2510.233	2870.713	2718.611
HS.309493	89.48721	78.47745	102.224	93.03056
HS.581847	103.2954	92.86638	117.9974	90.14761
HS.573320	110.8322	89.01895	126.6039	95.64261
HS.122456	116.0458	127.2313	132.5535	150.687
HS.565314	78.32716	71.0749	89.46455	59.31987
HS.541330	99.47778	101.0114	113.6205	97.87333
LOC649422	120.0191	139.6311	137.0796	117.3024
HS.176654	84.79361	71.60165	96.8464	72.63647
LOC652252	89.7807	80.40376	102.5412	76.95832
HS.539761	105.4901	102.9468	120.4784	97.25614
GNRHR	99.64167	100.4416	113.7918	89.26344
LOC647154	92.89909	94.79956	106.0906	84.27653
HS.434940	93.51458	71.87292	106.791	85.68725
HS.566881	91.61845	100.3646	104.6236	74.5461
NAT8B	103.3475	95.5914	118.0173	84.5246
HS.543516	96.7868	97.88754	110.5253	77.79403
SPATA1	94.65737	86.94353	108.0906	85.69016
CDR2L	2978.577	3197.113	3401.264	2822.501
LOC729792	103.4827	107.0002	118.1661	95.12825
LOC649279	101.3568	89.13235	115.7376	89.88013
HS.542878	95.59041	90.14615	109.1523	85.85187
LOC254398	139.397	102.849	159.1719	125.909
HS.584040	96.77942	102.1992	110.5058	91.3994
GKN1	87.64959	84.84274	100.0808	93.76929
JMJD2D	98.31345	91.70455	112.2552	97.19601
LOC644989	103.4404	104.1275	118.1078	98.43459
HS.575129	91.16495	81.96175	104.0896	83.95984
HS.581230	100.4073	99.3586	114.6413	84.7634
GAGE4	93.06911	92.31816	106.262	88.89555
HS.570636	122.691	109.863	140.0825	105.3369
CLCNKB	93.07909	94.94254	106.2709	87.827
FMO3	89.29597	88.40617	101.9462	75.77273
HS.132276	95.33579	100.1181	108.8412	85.88175
HS.129235	87.31223	75.65985	99.67831	101.1202
LOC646011	83.49009	86.86929	95.30884	79.89704
C20ORF26	85.89789	78.80547	98.05411	86.45405
LOC642282	101.2115	97.18706	115.5308	101.8113
LOC642765	99.56516	90.81107	113.6421	102.6226
HS.44984	102.2894	108.3728	116.75	101.5292
HS.540797	104.1103	92.67207	118.8275	91.79557
HS.561749	91.93736	101.1062	104.931	86.74551
LANCL2	274.8336	225.775	313.6693	203.2657
HS.564516	87.72463	84.53087	100.1192	85.3205
HS.131128	100.2917	96.98729	114.449	98.03253
LOC653241	78.03813	74.98948	89.05067	90.05579
HS.171082	132.7643	125.2247	151.4987	126.4533
LOC728241	92.45067	89.43899	105.4923	85.92872
RNF25	223.8529	217.1348	255.424	181.9599
LOC651933	100.2404	100.5759	114.3773	98.09093
HS.125477	88.05439	86.90213	100.4691	76.79546
OR52L1	90.42664	90.2616	103.1702	98.19566
DUOXA1	87.63154	74.55614	99.97361	82.19534
HS.539875	98.54306	88.1394	112.4207	89.1806
HS.574075	93.70766	82.42081	106.9036	83.35592
HS.212794	90.7663	79.86163	103.5396	92.21889
HS.553187	108.7153	86.83092	124.0111	124.3424
HS.540264	94.31694	104.023	107.584	95.69173
HS.545953	101.2286	87.87956	115.4673	92.90586
ALOXE3	121.8692	130.443	139.011	103.9142
LOC644348	92.38291	76.71544	105.3746	95.62244
TMEM100	100.0381	100.0894	114.1052	93.84766
HS.562361	72.95578	75.05797	83.21381	83.75196
HS.540296	88.60647	89.35673	101.0628	82.78784
HS.549501	94.78059	101.1974	108.1027	88.09562
LOC644573	84.82888	84.95482	96.75034	82.09443
MOGAT3	83.1361	92.27277	94.81739	82.37254
HS.135081	84.7801	87.73322	96.68265	91.88646
LOC644629	111.0701	97.36428	126.6537	105.3058
LOC646590	83.28159	88.37903	94.96508	86.62866
BMP1	146.7745	133.837	167.3629	176.3654
HS.277346	102.341	106.6877	116.6901	84.8598
HS.542136	88.71123	74.5736	101.1448	81.43921
LOC647650	331.0016	265.7583	377.3902	334.3715
HS.519911	103.2387	93.10625	117.7051	97.6564
HS.566795	99.70927	84.93642	113.6795	82.81492
HS.545728	96.7665	100.8873	110.3243	88.40582
HS.566794	83.80563	78.88768	95.54272	69.55322
RUFY1	447.1929	419.45	509.7909	500.2453
HS.334190	94.19034	92.05417	107.3695	91.49563
HS.207117	95.98158	98.63778	109.4081	96.46617
LOC646084	98.80225	90.35243	112.6175	97.72871
HS.444744	100.6063	73.27067	114.6713	96.12398
FAM20B	1285.478	1347.126	1465.17	1189.94
PLA2G12A	127.7489	125.6712	145.604	103.72
UNQ6975	89.1091	98.02602	101.5591	85.25023
HS.442647	109.1437	97.72884	124.3918	109.2941
HS.542940	87.93265	90.62946	100.2169	74.08556
HS.516741	110.2674	113.319	125.6679	102.8857
SP6	108.5137	119.2798	123.6648	115.3901
LOC646665	99.6544	97.41955	113.5681	81.72795
HS.145597	105.6838	99.37971	120.4314	96.48366
HS.546084	85.3252	81.59697	97.23123	86.37348
ALDH1L1	106.8515	114.6457	121.7602	98.43414
C10ORF71	87.3537	98.93484	99.54191	88.44482
HS.195549	96.98357	90.02366	110.5113	95.9317
LOC440508	107.113	93.48864	122.0506	98.1479
CCBP2	93.80456	78.72157	106.8858	81.67487
HS.541141	97.72649	88.83499	111.3539	106.0915
PIK3R3	120.3165	95.36153	137.0886	77.57513
KIR2DS4	90.09513	85.74239	102.6538	89.0129
NLK	216.2948	185.568	246.444	248.3714
HS.436863	108.8172	135.7072	123.9841	96.83191
LOR	85.05845	92.13322	96.91384	94.94736
C6ORF108	782.541	711.0886	891.5695	956.4139
LOC387870	96.13345	95.48933	109.5271	110.3262
MYCBP	131.6962	138.2507	150.0418	157.9382
LOC652801	102.0796	84.12845	116.2972	92.26983
ZFHX4	125.3484	124.2601	142.8044	108.3168
HS.575830	86.80447	89.69377	98.88844	88.54391
LOC646431	82.59007	76.39748	94.08194	86.51628
HS.544222	93.9116	74.12984	106.9684	70.88873
HS.334066	109.5431	121.2158	124.7697	116.8494
ASB10	137.9133	128.323	157.0815	126.4765
HS.377159	87.89964	89.4681	100.1164	102.4401
HS.553998	96.15894	84.94837	109.5235	94.10534
RXFP1	88.00163	73.87797	100.2276	79.95421
STXBP3	728.764	664.6486	830.0046	753.0259
DUX5	73.18645	83.81622	83.35352	73.85854
HS.383564	108.0894	106.7621	123.1009	106.0448
HS.543119	93.17984	87.05601	106.1183	86.01314
HS.494002	86.99759	76.81847	99.07493	73.03137
HS.580757	95.27216	99.03271	108.4982	100.7523
KRTAP5-4	86.75919	80.29487	98.79849	75.44212
LOC390551	97.16611	87.17879	110.6485	98.10539
HS.537610	96.56151	87.91458	109.9569	76.10692
LOC285016	104.2766	109.5907	118.7395	102.1976
HS.552750	102.9331	86.76492	117.2041	105.0401
HS.582948	95.65265	86.79257	108.9139	94.86356
HS.545500	94.5339	95.44512	107.6387	80.5651
SNORA65	173.7209	156.8669	197.7981	146.2744
KRTAP1-3	89.70607	79.38116	102.1383	86.12276
HS.216636	98.19332	94.12122	111.7987	91.56255
HS.542129	76.65849	73.33083	87.27574	80.79812
HS.580070	110.7	111.7805	126.0315	110.1999
C12ORF8	92.80805	87.08133	105.6604	79.31985
LOC649120	78.68197	83.4774	89.57687	80.28408
HS.584538	94.56045	98.91727	107.6526	78.48156
FGD1	249.5721	258.8715	284.1209	249.7193
AGT	94.35104	83.81235	107.4099	73.76038
HS.551869	96.76278	93.70025	110.1549	84.61085
HS.422131	76.34058	73.2951	86.90508	75.88525
HS.147540	97.80001	86.0806	111.3326	94.94726
LOC344875	90.62086	90.4398	103.1568	96.52906
HS.538452	95.47444	103.8313	108.6786	71.52107
HS.564701	92.20157	97.98883	104.9526	89.48271
