Gene	CTL_1	CTL_2	TGFb_1	TGFb_2
LOC641694	81.13457	80.67545	95.03787	68.38966
HS.209165	102.9152	109.0437	120.5494	90.73206
HS.534997	110.8403	100.8221	129.8282	96.88427
HS.562853	88.82916	85.16358	104.0435	87.15903
HS.473802	90.65076	105.7005	106.1745	94.80699
MXRA7	452.1477	448.3929	529.5687	587.0553
HS.542678	82.4313	85.03417	96.54215	83.55414
LOC643869	82.07503	72.30272	96.12373	74.14594
HS.97954	89.83864	71.16299	105.2111	86.57921
HS.545462	95.86427	121.3457	112.2591	105.4301
LOC131055	88.39198	71.33906	103.5072	76.38611
HS.538498	86.59131	85.2983	101.3969	70.94775
HS.464273	82.33446	96.36753	96.41196	83.08397
CLDN4	114.9306	122.0324	134.5799	132.0455
LOC650120	101.4974	96.25802	118.8484	88.29612
BAAT	94.89748	84.62871	111.1202	80.84199
TCEAL6	101.8221	91.38132	119.2265	91.19315
HS.136318	96.46352	90.73687	112.9433	96.09727
HS.544275	90.5679	91.98284	106.0318	90.14733
HS.520628	90.91095	85.80304	106.4303	91.30521
HS.544128	89.92489	83.08676	105.2746	81.50294
HS.476854	74.40242	82.24529	87.10242	73.33697
FAM81B	101.7042	88.11815	119.0638	90.08192
LOC647244	77.44066	80.23226	90.65215	83.07822
HS.258077	80.85332	83.99847	94.64164	87.48233
HS.545142	94.60187	119.6678	110.7309	97.29958
C10ORF82	71.35126	81.20422	83.5117	83.29505
PMCH	89.32552	81.49511	104.5482	78.96492
HS.445589	104.9546	66.74816	122.8391	71.01447
SERPINB5	91.58047	80.15121	107.1831	85.27003
HS.566526	91.52296	92.18129	107.1141	80.60489
LOC732139	105.0472	112.6654	122.9407	116.3986
CCDC82	86.96854	92.71353	101.7825	91.3782
HS.540963	84.00675	77.42747	98.31507	79.84013
DGKI	86.2319	92.5647	100.9189	77.88963
HS.564286	77.56893	83.62521	90.77635	79.80136
HS.122840	90.76059	72.58889	106.2099	86.40302
LOC644704	85.26584	82.95355	99.77834	87.60607
PGM5P2	107.6294	100.4267	125.9472	89.78582
LOC643464	95.02657	82.55523	111.195	80.53458
HS.572594	95.04161	90.72419	111.2043	73.48953
LOC652164	94.07903	92.72762	110.0752	99.40702
NDST4	102.1965	98.22983	119.5707	86.56998
HS.374903	90.324	92.66058	105.6793	87.19672
HS.571096	82.64079	92.70873	96.68732	81.70102
PRR16	265.9724	216.4225	311.1695	305.8702
DEFB106B	116.5221	96.12843	136.3226	102.5204
HS.504647	93.0871	91.50927	108.9025	90.51172
LOC651118	92.73486	92.02019	108.4897	75.43391
LOC340096	87.70768	85.20575	102.6078	79.7423
PTPRR	304.0542	274.741	355.6982	363.2043
HS.547919	116.5048	104.3366	136.293	105.0933
HS.415414	75.20504	68.92287	87.97738	77.22826
HS.127935	102.8545	90.42772	120.32	89.84938
HS.161174	83.73273	81.78221	97.95107	81.23537
HS.572766	91.28037	94.01057	106.7788	80.71193
ICAM1	97.14656	101.9793	113.6289	103.7601
HS.544361	92.25368	89.94454	107.9021	86.30754
HS.548349	101.0326	105.8762	118.1608	94.8362
HS.208618	97.72571	102.0679	114.2852	84.02927
HS.436679	267.0935	233.2456	312.3305	204.0018
HS.540798	94.57536	84.55486	110.5932	93.82747
HS.538653	75.11227	72.47147	87.8262	61.08952
REG1B	87.07939	72.78121	101.8174	88.52205
HS.579290	91.41096	88.61578	106.8803	80.78488
LOC648674	85.17281	83.28007	99.58418	77.10922
C20ORF96	103.0945	111.2867	120.5381	107.7487
PSMD11	303.6735	247.284	355.0413	297.2661
HS.539487	95.63212	102.4116	111.808	84.48723
LOC642620	84.47399	78.66849	98.7621	73.90963
HS.534755	96.48256	98.80809	112.8003	105.6203
HS.570766	97.54978	80.4831	114.0455	86.82843
TPSG1	89.36408	88.01796	104.4725	92.58071
HS.570950	90.90423	72.62974	106.2666	94.52062
DKK4	86.30943	81.9423	100.8914	87.59581
HS.572268	98.28708	90.51598	114.8883	91.05873
HS.581175	78.97684	67.29112	92.31237	67.16949
HS.148933	91.14041	86.51263	106.5281	85.45739
HS.583630	97.74226	87.59958	114.2433	81.10583
TMEM117	85.13658	73.67377	99.50837	104.0944
HS.541750	96.97221	111.536	113.341	98.59966
HS.582211	96.82528	86.29242	113.1687	76.83173
HS.544500	90.85052	95.83078	106.1841	83.48714
MMEL1	82.63171	87.15916	96.57249	78.55276
HS.327663	85.25983	78.86422	99.64209	80.45393
EML3	1709.882	1382.045	1998.271	1663.281
HS.528546	81.10489	72.11463	94.78282	82.68362
FCGR1A	84.26904	88.76537	98.47919	85.41839
HS.559585	96.91958	109.6004	113.2588	103.4833
C2ORF64	633.9645	683.7581	740.8168	595.9575
HS.579968	91.82043	79.69066	107.2886	74.09367
CCDC63	88.24787	80.55042	103.1093	84.83042
VIP	125.9475	106.0924	147.148	125.7881
FLJ36166	109.2693	97.00668	127.6623	91.89984
HS.436191	97.60458	97.65746	114.0332	92.30176
GATA5	93.13036	100.0674	108.8043	91.88219
LIMS2	151.9957	121.3157	177.5757	142.1752
HS.211559	87.29742	76.25743	101.9873	99.26916
LOC392215	87.99009	90.3268	102.7943	85.53285
LOC642204	88.10581	74.38623	102.9235	84.17219
HS.434595	76.80048	69.83019	89.71666	69.7009
LOC344065	97.46529	96.59331	113.8561	86.79804
HS.542123	76.81461	78.62556	89.72998	68.66298
OR52E2	82.70243	101.9951	96.60668	70.67976
OR6W1P	81.8271	77.2646	95.58408	79.01649
ZNF81	100.9402	98.86509	117.9044	102.5334
HS.539972	96.30105	95.78725	112.4834	70.33787
HS.150712	94.33716	87.6326	110.1835	86.97253
XLKD1	79.05586	73.42828	92.32987	73.03235
HS.565180	103.4546	93.93346	120.8232	106.8156
HS.124331	104.942	91.12002	122.551	91.2319
ST14	91.80151	97.81723	107.2051	89.54657
HS.552990	86.88562	76.79559	101.4643	82.52411
LOC442064	97.31736	104.3854	113.6347	106.7806
C2ORF27	197.0782	166.8298	230.1087	203.4753
HS.548176	93.74649	92.58543	109.4553	83.9106
HS.127674	103.2634	86.44498	120.5633	95.10091
ADRA2A	106.624	99.70434	124.4865	114.2583
HS.560876	97.51521	92.19779	113.8516	82.81976
HTATSF1	93.35158	83.08496	108.9853	86.16481
HS.274276	87.82246	96.69129	102.5286	80.52527
HS.403966	81.34476	89.04704	94.95313	82.13143
HS.48444	98.83274	88.60896	115.3605	92.35789
HS.544241	79.21473	72.58652	92.45458	85.64378
ASAH3L	95.23051	95.00907	111.1459	94.0572
FLJ45537	88.54954	80.24921	103.3438	87.07668
HS.539364	94.44418	90.93063	110.2129	80.63055
LOC642788	125.7693	131.0368	146.7659	112.6075
KRTAP2-1	105.3262	89.65166	122.9085	113.9817
HS.409730	80.84628	81.64065	94.34209	90.17588
HS.526753	74.08759	79.87432	86.45514	75.59798
LOC389786	135.5101	117.8743	158.1257	145.2488
HS.161301	87.35296	85.94232	101.9305	85.9087
LOC649546	98.63809	89.70884	115.0973	85.64657
LOC652513	85.14638	79.18658	99.35337	100.0448
HS.567014	86.84972	78.29785	101.3397	81.47529
C5ORF38	94.25832	108.0084	109.9827	95.31867
HS.437179	102.7608	110.7289	119.8976	98.34973
GPR25	96.47696	98.8284	112.5647	96.56637
HS.543242	103.2852	99.44168	120.5061	98.18688
SNORD116-2	91.99192	93.40262	107.3024	91.70318
LOC642751	84.78699	97.20654	98.89088	104.6802
CNGB1	149.3162	146.0117	174.154	142.5695
SNF1LK	259.1135	186.979	302.2098	294.6494
DERPC	212.8011	195.4807	248.1939	184.7287
HS.542633	98.00578	108.1607	114.2888	93.67065
HS.565940	95.94416	102.6542	111.8821	87.04929
NDUFC2	145.8012	138.6188	170.017	137.6896
FGF6	91.41998	76.79733	106.6023	72.77722
LOC643237	93.08622	78.30431	108.5431	84.3002
HS.269535	108.8091	101.9426	126.8708	102.6445
HS.562587	93.89143	91.5594	109.4705	92.97343
OR8U9	87.46801	92.05561	101.9799	77.33998
MSL3L1	227.9323	204.7551	265.7395	241.7004
PSMD3	659.4404	632.0772	768.7884	621.6851
HS.538641	83.9166	87.62056	97.82935	83.23742
LOC644519	89.89622	80.94022	104.7982	83.55638
NT5C1A	85.1218	90.47511	99.23183	78.4496
HS.545310	108.6249	105.575	126.6304	109.9186
HS.551364	91.85928	96.57305	107.0846	101.4594
HS.565735	89.12859	89.15971	103.8965	88.37891
SH2D4B	81.31587	84.66967	94.78792	73.46464
LOC391770	105.5302	91.42951	123.0118	98.40784
LOC642938	94.86486	92.96642	110.5793	89.18667
HS.539051	92.97122	85.63548	108.37	85.73648
THRB	75.22038	70.89217	87.67492	61.07373
HRASLS2	84.27669	72.606	98.21867	87.25494
HS.170957	94.90776	90.05561	110.6043	81.11039
HS.160568	95.2367	90.42984	110.9745	92.15794
LOC392781	99.16279	92.77325	115.5486	78.92159
ANGPTL2	132.0004	136.7258	153.8114	157.6187
LOC650976	107.5902	113.2723	125.3675	92.04263
C1ORF58	153.0242	135.4957	178.308	156.4947
SLC10A1	71.68912	83.30803	83.53091	86.73654
HS.146561	108.4453	109.2826	126.357	93.83549
HS.377205	83.79696	90.21727	97.63568	83.21009
LMO1	78.23846	84.56737	91.15707	81.7988
PEX10	105.0229	100.6319	122.3565	96.32819
HS.526491	90.38027	93.0136	105.2968	87.38403
C19ORF34	98.29333	72.0629	114.515	86.05018
HS.545065	103.5543	133.0862	120.6427	103.2242
SPP1	96.51692	77.32164	112.4414	99.60576
HS.576630	93.40711	81.30814	108.8165	89.54147
LOC643774	81.09852	83.28414	94.47421	78.97576
LOC642345	92.77262	94.86935	108.068	81.42309
HIST4H4	94.34138	77.17729	109.8858	95.76582
LOC440864	73.99992	82.39626	86.19205	65.34402
HS.580231	95.1191	102.4716	110.7894	86.68343
SMPD2	164.305	159.7667	191.3616	165.4704
LOC389111	103.8244	98.83482	120.9125	92.75735
HS.578028	108.3669	100.3243	126.2024	93.48375
HS.546062	88.55134	94.64099	103.1204	80.07464
HS.566074	88.84392	81.802	103.4609	76.32867
CTSB	2853.802	2886.14	3323.306	4163.495
SLC32A1	80.17406	86.49113	93.36098	90.78201
LOC651040	90.63848	93.96622	105.5401	89.36613
HS.121383	95.91848	91.81443	111.6864	76.0871
LOC647210	133.3051	146.5237	155.2167	121.7507
HS.576768	78.71366	86.76137	91.64878	84.67075
SNORD55	156.6497	140.9163	182.3918	119.7234
HIST1H4F	98.17349	97.52947	114.3032	108.6085
HS.539479	90.80425	92.12531	105.7202	80.60931
HS.565310	92.90723	97.77588	108.1666	80.87158
LOC646951	86.66405	80.72772	100.8977	85.83042
HS.571012	86.53528	95.31544	100.7459	80.62851
KIAA1210	99.90039	100.3298	116.2936	84.29293
OR8D4	87.99797	76.21603	102.4375	81.00243
HS.560151	92.77875	90.06591	108.0023	80.05611
LOC728601	88.6153	73.38184	103.1519	90.04116
MS4A5	82.04878	79.71071	95.50812	92.96651
NT5DC2	1262.37	943.9957	1469.397	1279.283
HS.151207	103.7739	85.93546	120.7909	96.26457
IFLTD1	82.34225	81.62438	95.84373	86.15824
C9ORF31	81.77792	77.71547	95.18462	73.15565
PVRIG	78.10687	88.02062	90.91093	84.14678
HS.571576	98.01117	109.7835	114.072	99.83819
HS.540345	94.00566	90.05305	109.4075	77.76856
LOC144817	75.58249	73.67524	87.96267	98.13541
HS.583467	82.31931	98.67433	95.80216	99.72038
HS.569932	93.36158	86.31918	108.6526	85.85208
HS.539326	86.2774	86.57027	100.4043	82.3513
LOC401087	93.92866	98.84534	109.3036	83.56155
CDH4	245.4439	230.1934	285.6054	273.4326
HS.555319	82.54022	96.61571	96.04008	79.49149
HS.582510	92.78113	91.95513	107.9533	72.50287
HS.573310	94.247	79.70241	109.6586	71.84393
CECR1	91.6245	87.05783	106.5992	88.70715
C7ORF51	95.93869	78.54173	111.6176	95.86473
LOC650708	99.71941	106.0039	116.0145	97.65775
HS.444493	79.3238	89.96271	92.28502	78.68507
UBD	93.07788	90.79922	108.2838	80.97739
HS.568124	112.1141	119.1877	130.4279	105.3268
KBTBD11	187.4272	156.6503	218.0329	228.4081
LOC644278	95.62446	82.81338	111.2358	100.0941
FAM71A	77.71716	92.40112	90.40093	76.41251
C5ORF30	253.9419	215.9911	295.3732	221.4543
RNF144B	340.1488	273.6144	395.6435	341.2625
LOC730994	313.3426	286.7631	364.4638	334.7073
HS.575542	100.9975	92.31953	117.474	102.1834
REG4	89.35214	88.86755	103.9272	79.72247
HS.574902	83.28342	83.26024	96.86691	73.67631
HS.530207	82.56116	84.94171	96.02415	87.47191
HS.542043	85.64894	90.9211	99.61407	91.9073
PSCDBP	81.58658	74.33864	94.88355	82.88829
CACNA2D1	86.01915	82.6594	100.0331	81.44707
SLC25A41	93.40852	82.67222	108.6261	85.12802
HS.564595	89.01227	87.07638	103.5115	88.97806
DPY19L2	86.95901	78.96099	101.1237	85.40228
LOC643406	79.23722	72.05375	92.14047	80.5993
JPH3	106.3532	98.26845	123.6716	103.1423
HS.543879	85.70053	79.15639	99.65578	84.73283
SLIC1	92.62714	77.62592	107.7091	95.18431
HS.380641	104.2131	102.713	121.1794	89.41974
HS.116333	95.65214	95.58558	111.2175	71.61517
HS.559709	98.96722	88.65566	115.0617	91.76785
HS.529442	88.85735	70.29811	103.3051	75.67348
DKFZP686D0972	81.59811	72.32734	94.86326	73.14089
HS.582902	77.26939	76.11246	89.82655	78.70822
FLJ44186	96.43423	90.77498	112.1057	95.77319
LOC731170	78.81481	75.02274	91.62086	77.64409
HS.548534	95.77769	100.0068	111.328	95.43919
LOC650599	87.52069	96.67313	101.7301	98.86144
LOC442570	91.4042	89.66814	106.2428	85.87127
HS.565537	78.58387	91.83746	91.34016	83.05461
LOC645790	100.3594	91.27776	116.6479	93.35712
PLAT	4245.301	3595.351	4933.939	5078.366
FLJ40194	89.02573	87.79621	103.4635	76.58065
GIMAP7	89.4778	79.64967	103.9869	77.43902
ZIC5	106.0245	90.51743	123.2133	98.4491
TAS1R3	79.78938	67.56617	92.72168	85.08497
HS.576342	96.68198	91.88754	112.3278	99.9272
HS.555501	82.48509	81.92896	95.83234	74.50498
LOC647436	727.0449	636.3632	844.6858	680.4159
HS.170960	93.353	85.32384	108.4539	83.27808
LOC645401	111.9109	103.6094	130.0116	104.8429
LOC728117	96.36626	94.6675	111.9527	98.19524
HS.577376	95.39854	91.77911	110.8234	84.58482
FLJ25770	69.32282	71.29102	80.52775	88.74542
HS.437160	102.4823	95.74765	119.0466	94.68644
CST5	94.38174	93.65165	109.6315	80.2875
HS.580430	93.52976	90.88648	108.6394	92.42842
HS.553015	100.2115	84.99375	116.3901	75.00973
MSTN	93.45103	104.5051	108.5374	87.28158
C1ORF226	91.3511	95.77798	106.0967	85.53443
HS.542141	104.8591	95.28802	121.784	91.03503
HS.545640	94.19213	87.19662	109.3933	79.4377
HS.564510	89.41442	85.32336	103.8431	91.84435
HIST1H2AD	88.19954	82.24408	102.4259	84.17649
HS.545119	96.6841	92.80602	112.2739	82.93607
HS.538304	80.13078	81.38802	93.0445	88.29623
HS.510638	111.9553	100.7325	129.988	92.72335
HS.520926	94.94076	115.8024	110.2305	90.57242
FLJ35880	86.82641	85.02815	100.8059	92.30311
HS.224418	95.8035	86.15393	111.2283	89.28994
LOC392563	89.43073	90.30445	103.8292	75.56668
FSCN2	89.13174	94.72371	103.4812	85.61976
HS.547390	87.99517	95.85114	102.1599	85.20012
HS.552150	78.43584	83.41653	91.05682	85.38855
LOC341356	91.27997	85.03402	105.9612	90.01689
CCDC54	89.42789	84.39016	103.8053	79.51329
FSIP1	117.7203	105.6708	136.6434	106.8401
MYH8	89.71779	98.49066	104.1314	88.39539
ADRA1D	114.0409	116.2286	132.3621	122.9508
LOC648370	95.0983	100.5232	110.3745	88.80196
HS.545600	102.5739	89.06967	119.0507	91.14869
HS.570862	93.60339	97.33262	108.6368	101.3008
HS.574771	84.94078	89.49953	98.58181	88.72494
HS.564833	100.082	87.86548	116.1514	106.9824
LOC220998	81.21181	77.0621	94.25069	78.53403
LOC130773	205.2085	199.3229	238.1472	199.6094
HS.542575	102.1284	96.12709	118.5172	102.1245
HS.541363	85.56247	79.93971	99.28885	77.43491
HS.298228	95.70338	90.29285	111.0561	95.57753
FGF5	162.6153	137.5795	188.6974	159.0828
LOC645494	92.09307	77.64829	106.862	97.3026
C9ORF96	90.22751	98.63126	104.6811	94.45051
HS.545769	89.74965	87.4519	104.1248	78.73568
HS.352355	92.0991	84.18991	106.8474	67.76768
HS.573492	97.96533	102.6038	113.6459	103.3486
HS.371789	110.3381	120.5295	127.9958	121.1379
HS.538140	97.42777	90.91854	113.0182	103.8808
LOC650889	115.8975	110.0601	134.4418	116.4344
HS.550996	93.19183	88.73816	108.0983	86.8941
LOC646360	110.0871	106.184	127.6926	96.83675
IFNA17	82.67416	81.7731	95.88708	73.44431
LOC643648	96.16708	97.70928	111.5359	80.23384
TYRO3	337.033	270.9706	390.8838	345.044
ERO1LB	205.2291	176.3	238.0119	205.1074
HS.552896	99.28363	98.15928	115.1366	88.9422
PPY2	82.88099	77.90222	96.11127	64.86398
HS.437559	105.468	111.2206	122.3014	92.48385
MTERFD2	113.9388	106.7319	132.1207	97.87298
HS.352814	71.18287	82.05972	82.53905	73.56747
C6ORF12	96.0947	105.6685	111.4221	92.79701
VAX2	107.5506	99.7903	124.7027	102.9455
LOC644112	84.50732	98.43171	97.98381	86.32214
LOC647451	90.48551	96.39695	104.9078	102.4009
APOL1	110.8886	107.1064	128.562	98.80623
VEGFC	3882.145	3227.145	4500.81	3992.267
DBC1	79.33407	89.2169	91.97252	72.26426
FXYD5	3566.347	2652.42	4134.461	2823.756
OR4C11	98.92023	91.85764	114.6662	90.30606
FOXH1	141.7281	142.7182	164.284	141.4883
KRTDAP	113.4603	90.00939	131.5132	95.82392
RBPMS2	311.6717	313.2108	361.259	304.5587
LOC650280	98.52615	104.8759	114.2005	83.80942
CPXM2	124.6723	107.4151	144.506	95.32302
HS.547260	90.61581	84.10287	105.0199	76.51925
HTR1E	122.9661	112.9219	142.5071	135.6102
HS.543400	83.71629	78.40753	97.01733	94.0002
C17ORF44	359.9849	450.6024	417.159	528.7101
LOC345537	87.46051	95.78461	101.3488	95.30178
C17ORF77	84.41467	81.10648	97.81924	84.98629
ZNF667	89.36742	80.75415	103.556	79.24501
HS.170966	86.84035	98.65305	100.6126	79.77821
LOC643612	107.1785	97.24433	124.1751	92.66628
HS.538781	82.36418	78.5201	95.42522	90.1238
PAWR	1060.202	814.0751	1228.325	1073.43
HS.345700	101.9417	96.32258	118.1	88.57729
SPSB1	580.6462	528.296	672.6486	762.4076
HS.514518	93.93523	95.51743	108.8091	88.32213
TNRC4	90.57289	84.15054	104.9104	78.28958
LOC643998	102.6	95.23235	118.8363	85.78209
LOC730256	371.304	366.2648	430.0376	430.6605
LOC643559	102.484	94.44955	118.6913	101.5929
HS.143328	80.98981	79.70404	93.7946	70.75043
OR2T10	87.42518	82.64194	101.2472	74.95934
HS.442306	97.88384	88.85274	113.3572	99.8365
CARD6	135.8535	125.1915	157.316	131.6248
HS.570284	108.3385	101.4027	125.4532	94.9874
HS.543852	107.2809	101.319	124.225	84.73519
HS.486346	79.09119	82.61843	91.58173	90.43388
LOC642521	89.09772	88.11581	103.1472	78.07677
LOC648706	101.6817	99.80514	117.7094	104.8811
MAGI2	76.60277	70.75111	88.67291	76.11744
HS.541677	94.88631	79.91841	109.8367	94.03288
PPP1R14B	8737.368	6512.518	10114.02	9453.6
HS.149244	93.6549	104.3269	108.4107	89.07049
SPAG6	86.96565	81.15784	100.6657	81.90369
LOC440509	111.1004	98.91882	128.5979	114.7961
HIST2H3C	125.9938	118.9232	145.8132	114.9246
ELAVL4	102.9225	96.16676	119.1112	84.80377
MSH4	97.64215	100.6713	112.9872	111.8675
HS.125928	75.27991	78.14779	87.10961	79.2618
LOC643125	96.35669	91.29651	111.4979	88.66454
HS.156516	86.49723	86.44598	100.0881	84.67635
LOC645177	92.76882	78.45613	107.3445	80.68309
FLJ20297	86.59061	81.96681	100.1934	91.40823
LOC649217	90.94152	85.16512	105.2264	82.02714
C22ORF30	94.2356	93.52898	109.0342	86.31592
OR2T6	90.33424	104.3139	104.5184	83.19398
HS.253815	76.3651	71.40827	88.3512	64.55607
HS.566965	87.95019	91.10468	101.7536	86.45215
HS.439136	84.38864	100.4767	97.63045	92.52648
HS.264236	86.78565	93.54087	100.3974	83.91717
DNASE1L3	91.10695	82.11404	105.3896	96.65388
HS.387411	90.39027	113.8581	104.5571	88.82416
LOC643938	91.07673	97.97666	105.3487	97.79864
EFCBP1	84.23141	80.15204	97.42859	91.53727
HS.573893	105.6261	95.55904	122.1753	114.8439
SIX3	113.7925	105.3778	131.6193	100.4017
LOC648974	107.6661	104.8918	124.5247	96.78958
TBX3	101.2658	95.21684	117.1164	92.38429
SAMD12	96.035	90.1739	111.0658	73.60461
CCDC74A	94.40583	88.13992	109.1811	110.2134
PSKH1	112.2942	106.4325	129.8659	152.3588
LOC643233	93.80419	85.73001	108.4808	97.06818
HS.576073	89.85256	78.45753	103.9048	77.72035
HS.568897	86.22569	96.14611	99.70542	78.02361
LOC402483	91.8839	83.13976	106.2457	79.35352
FLJ21438	101.9594	83.83678	117.8867	83.13218
HS.554311	92.97746	87.82136	107.4982	90.06479
HS.311208	94.60853	91.9628	109.3766	80.2633
OR51F2	93.47342	95.5213	108.0616	91.72302
UGT1A4	87.48879	81.0095	101.1351	84.11759
CDY2B	80.75737	84.31483	93.35007	69.25866
HS.156571	87.70045	68.07218	101.3715	84.57935
RP1	91.77394	90.84438	106.0774	85.25726
ARID1B	98.14339	103.5101	113.4379	95.48779
HS.580926	90.97139	85.50368	105.1476	76.39769
PINK1	737.7474	676.462	852.7068	812.7841
LOC652620	83.72334	85.34428	96.76556	79.25899
HS.543872	143.5425	119.6377	165.8975	130.6168
FSTL5	78.83363	88.4625	91.10852	89.67226
LOC643695	87.5255	85.22641	101.1516	87.36631
LOC727944	87.92355	87.27545	101.6101	72.12572
ENG	103.164	100.416	119.2217	109.393
HS.539371	89.75851	103.4641	103.7257	93.38406
HS.50571	93.41291	82.11268	107.9487	81.81616
LOC729351	96.33196	84.22277	111.3217	85.88936
HS.548640	84.15193	95.40899	97.24017	79.53323
FAM117A	95.97837	110.3357	110.8959	95.6386
LOC653934	98.44513	81.09967	113.7455	86.20161
SLC9A3	97.69462	88.52462	112.8689	86.1967
CBWD5	849.0087	727.8824	980.8251	897.8907
HS.282207	97.45279	83.7781	112.5821	83.6126
LOC652179	93.69511	96.81741	108.2382	88.65582
HS.428457	107.9271	104.418	124.6774	102.0578
TNFSF10	172.0688	172.4056	198.7711	153.3715
LOC651741	101.3148	108.7698	117.0372	94.68518
HS.197076	89.00742	82.53528	102.8198	81.8801
CHST6	102.8119	102.9791	118.764	113.051
HS.580290	85.57834	81.05842	98.85577	80.37919
S100A7A	95.86583	90.68877	110.7387	82.40002
HS.525400	102.6001	96.19528	118.5173	91.78897
FETUB	105.6019	106.0402	121.9758	97.72237
HS.541279	103.5282	106.911	119.5784	77.69565
LOC442057	103.3557	96.85274	119.3775	113.4292
HS.583057	79.36902	76.76436	91.67066	77.22904
ARL13B	170.3294	145.6494	196.7246	161.268
LOC642183	95.43869	101.637	110.2272	85.06907
TFR2	85.509	79.37948	98.7582	93.02932
LOC646426	220.425	175.4151	254.5744	193.0502
UNQ9433	73.13342	79.28719	84.46293	66.54163
HS.130343	100.0546	101.325	115.5485	85.45924
LOC440233	86.50605	92.06553	99.89993	86.49398
HS.582987	84.61571	83.0303	97.71523	80.88877
TMEM159	757.9125	736.5583	875.2385	758.4388
C19ORF63	98.50146	107.1653	113.7457	103.4487
HS.565851	88.9765	77.64371	102.7422	78.97108
LOC440776	114.174	92.63306	131.8326	106.3746
HS.581571	89.04668	89.69897	102.8175	82.40446
HS.442505	77.79988	79.89687	89.82188	85.8368
LOC143678	95.28548	101.6144	110.0057	83.90569
GCET2	90.58928	76.26753	104.5838	78.60649
TRIM71	95.46587	92.58	110.2113	93.28716
TNXB	101.1171	83.4124	116.73	83.90593
HS.578068	89.08715	94.85191	102.8372	93.45274
HS.541708	91.03438	82.333	105.0845	75.62302
HS.572088	95.26321	87.442	109.9625	91.74534
HS.156080	87.27294	95.33756	100.7392	80.4559
LOC648213	85.32778	74.44095	98.49315	96.52341
HS.539063	105.7174	100.6573	122.02	88.68421
C5ORF29	90.74041	79.82783	104.733	83.22993
HS.573575	101.4301	97.58802	117.0628	91.96928
HS.125950	100.0919	82.09474	115.517	100.4781
HS.562448	91.05413	76.50031	105.0795	80.77774
LOC651951	83.2691	77.88114	96.09348	83.58152
EPX	82.68671	72.91679	95.42058	83.61455
HS.538746	93.89088	102.3177	108.3476	82.87892
HS.190988	81.60156	64.66709	94.16441	85.51837
ZBTB38	239.5771	158.6142	276.459	256.9075
LOC648278	87.8308	85.96584	101.3502	82.38203
HS.539643	91.42194	83.70184	105.4935	78.38074
HS.569548	108.1178	98.2837	124.7555	122.7039
NLRP14	87.40446	77.52225	100.8521	87.3797
HS.581633	89.46703	100.1952	103.2312	84.73714
LOC652856	100.1834	108.7046	115.5943	100.88
ZIK1	85.93015	80.5516	99.14503	79.1423
ANGPTL7	98.98811	91.15089	114.2085	92.19165
HS.438167	97.52007	111.3382	112.5142	93.10641
AGAP3	216.9156	215.3786	250.2454	236.5816
YPEL5	1823.282	2143.565	2103.312	2804.694
TTC39B	106.9768	105.5479	123.4064	100.8579
TDRD6	116.5428	128.3598	134.4404	121.6594
HS.554643	105.857	97.74896	122.111	89.14016
HS.149150	93.3399	104.304	107.658	82.8662
C6ORF145	132.6892	112.5735	153.0422	145.9275
OR4B1	101.9492	99.43843	117.5812	94.25935
HS.128280	94.55238	95.15524	109.0436	93.78849
HS.581558	102.9014	78.86942	118.6676	80.11339
LOC440268	96.12486	93.22822	110.8526	94.48001
SYTL5	95.54111	90.79829	110.1716	86.08652
FLJ16793	104.8525	115.1527	120.9052	103.3982
HS.213331	80.39024	72.02654	92.69502	75.9757
LOC642930	96.58447	84.1578	111.3674	95.20703
CCDC32	1993.525	1726.414	2298.597	2296.889
HS.164463	96.47872	109.548	111.2427	93.61511
RANBP2L1	92.08806	98.73138	106.1796	112.8368
PIP5KL1	162.8175	157.8729	187.7186	169.2284
HS.553318	93.11856	90.40901	107.3592	78.38753
HS.568814	95.5447	86.33968	110.153	88.77795
CPXM1	93.41838	81.84088	107.7007	89.75652
USP9Y	91.51228	95.3898	105.5023	102.2562
TAS2R42	84.3193	88.37398	97.19897	88.89818
LOC646881	107.3566	103.2056	123.7543	117.9983
C14ORF132	102.8374	96.72067	118.5423	97.34409
TAX1BP3	4234.69	3538.043	4881.039	4565.395
HS.150643	91.966	68.47697	106.0029	87.31327
HS.143629	77.52682	77.3766	89.35908	72.77572
LOC284751	96.3349	87.97651	111.0355	87.48204
GPR85	93.20997	91.14145	107.433	79.53545
EGFL7	100.8481	103.4102	116.2361	103.0177
ITPR2	193.5781	181.5721	223.1145	264.4884
HS.565628	105.385	93.48302	121.4632	101.4496
PRAMEF12	85.94032	75.93562	99.05183	85.41985
HS.551898	84.08181	91.18119	96.90637	83.59483
LOC653876	122.0122	120.1183	140.6207	114.6564
LOC730862	86.89291	84.10214	100.1444	84.32494
TPPP	82.64127	86.08932	95.24273	82.3485
C1QB	80.0106	87.75821	92.2075	85.71192
ZNF367	139.4744	99.52925	160.7349	110.3994
HS.550275	74.70656	83.11482	86.09323	88.30909
B3GNT7	90.44837	79.88344	104.2336	75.12569
NDUFAF2	3289.563	2524.758	3790.855	3392.655
LOC648527	79.54198	91.78068	91.66246	79.73472
SEZ6L	80.85736	68.5915	93.17754	80.97482
FAM14B	165.1602	194.5275	190.3215	127.5427
